id;name;host_id;host_name;neighbourhood_group;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365
21210693;Grosses & ruhiges Zimmer im Zentrum;151917905;Martin;Mitte;Regierungsviertel;52,5108938714649;13,3948677588061;Private room;45;3;15;2018-10-15;1,18;2;0
21211512;Living in the heart of historical east Berlin;153236547;Katrin;Friedrichshain-Kreuzberg;Karl-Marx-Allee-Nord;52,5195410835365;13,4286642612965;Entire home/apt;80;4;4;2018-09-09;0,9;1;0
21212158;Cozy flat in SchÃ¶neberg;12666186;Allison;Tempelhof - SchÃ¶neberg;SchÃ¶neberg-SÃŒd;52,48269285696;13,3612185358976;Entire home/apt;45;4;0;;;1;0
21214274;3 Rooms for Expats/Students only! best lctn V1.3.1;23904144;Katarina;Mitte;Regierungsviertel;52,5105852514836;13,383060955162;Entire home/apt;70;150;1;2018-11-01;1;15;322
21214761;Lovely DOUBLE bedroom for 1 (Mitte/We);5328939;Gee;Mitte;Wedding Zentrum;52,5551548247053;13,3768922521791;Private room;55;7;1;2018-02-23;0,12;2;358
21214782;Schlafen an der Spree;152068633;Philipp;Treptow - KÃ¶penick;OberschÃ¶neweide;52,4602103921931;13,5186621760839;Entire home/apt;35;5;0;;;1;0
21214938;Schlichtes Zimmer in Pankow / Sleek room in Pankow;29519769;Hanna;Pankow;Pankow SÃŒd;52,5636867231303;13,4184535799237;Private room;19;1;46;2018-11-02;3,83;1;9
21215223;Quiet cosy private room in Berlin-Friedrichshain;11847136;Mischa;Friedrichshain-Kreuzberg;Karl-Marx-Allee-Nord;52,5211620046821;13,4501564455264;Private room;30;4;5;2018-05-30;0,38;1;3
21216350;Ella;153286671;Frank;Pankow;Helmholtzplatz;52,5422233957855;13,4243573637669;Entire home/apt;67;2;17;2018-10-28;1,31;1;0
21216352;cosy room in hip NeukÃ¶lln;13189423;Mai;NeukÃ¶lln;NeukÃ¶llner Mitte/Zentrum;52,4758362059207;13,4306191618951;Private room;23;2;3;2018-01-29;0,24;2;33
21216374;25 qm + privates Bad in groÃer Wohnung / Terrasse;15010313;Beate;Pankow;Prenzlauer Berg Nordwest;52,5510159629419;13,4081265372068;Private room;44;3;25;2018-10-25;1,92;1;155
21216929;Bright apartment in Mitte;3263484;Nitin;Mitte;Brunnenstr. SÃŒd;52,5306092617755;13,4058561299837;Entire home/apt;51;1;6;2017-12-11;0,46;1;0
21216937;HerzstÃŒckAltbauwohnung;35123699;Beke;NeukÃ¶lln;NeukÃ¶llner Mitte/Zentrum;52,4722661604854;13,4323711356886;Entire home/apt;45;2;2;2017-10-10;0,15;2;0
21217276;Nice cozy flat in the heart of Berlin;147519287;Carsten;Pankow;Helmholtzplatz;52,5416613570233;13,4236287173245;Private room;29;1;66;2018-11-04;4,97;1;49
21220761;Spacious, cosy room with balcony in Friedrichshain;118543115;Carolin;Friedrichshain-Kreuzberg;Frankfurter Allee SÃŒd FK;52,5093856364778;13,4632017385431;Private room;45;3;0;;;1;0
21220948;Nice wohnung in Berlin;51902100;Sara;Tempelhof - SchÃ¶neberg;Friedenau;52,4646331722841;13,3456035056024;Shared room;40;1;0;;;2;0
21221992;Bright spacious room in NeukÃ¶lln;6331662;Bubu;NeukÃ¶lln;Rixdorf;52,4824396719658;13,4413702019342;Private room;40;3;18;2018-10-02;1,37;1;22
21223511;Cosy Room close to the center;1571610;Sebastian;Mitte;Wedding Zentrum;52,5507689326459;13,3606276815872;Private room;20;3;0;;;1;7
21225380;Modern room in classic design near main  train st.;147632067;Kamila;Mitte;Alexanderplatz;52,532954731158;13,3784045115989;Private room;35;1;79;2018-10-17;6,03;3;148
21226203;WG room Rosenthaler Platz;35700774;Konstantin;Mitte;Alexanderplatz;52,5269633169757;13,4013325568166;Private room;49;45;2;2018-08-31;0,26;19;322
21226620;Room in Kreuzberg;126429985;Elena;Friedrichshain-Kreuzberg;sÃŒdliche Luisenstadt;52,4994617707627;13,4472923149734;Private room;47;1;88;2018-11-04;7,74;2;150
21226695;Big bright room by the Berlin Wall Memorial;20246159;Katarzyna;Mitte;Brunnenstr. SÃŒd;52,5371749678624;13,3979046432852;Private room;40;2;2;2017-12-12;0,15;1;0
21226852;75 sqm, 2 balconies, perfect location;5017234;Kacper;Friedrichshain-Kreuzberg;Frankfurter Allee SÃŒd FK;52,5105484965103;13,4714699006422;Entire home/apt;60;21;0;;;1;0
21227734;Nice room(28 m2), Prenzlauer Berg, Berlin;149831593;Mnatsakan;Pankow;Prenzlauer Berg Nordwest;52,5473664459153;13,412945535656;Private room;36;3;0;;;1;0
21229926;Wohnung / apartment im Prenzlauer Berg;153399114;Kenan;Pankow;Helmholtzplatz;52,540679963742;13,4237027288341;Entire home/apt;60;2;1;2017-11-05;0,08;1;0
21230278;Lovely double room;121431087;Jennifer;Pankow;Prenzlauer Berg Nordwest;52,5548700304345;13,4034903955845;Private room;23;7;7;2018-10-02;0,56;4;32
21230327;Dachgeschosswohnung mit Terrasse & Babyausstattung;65605355;Jette;Friedrichshain-Kreuzberg;Karl-Marx-Allee-Nord;52,5211798151439;13,4350772169695;Entire home/apt;40;200;0;;;1;29
21230581;Big light room in the heart of Moabit, Berlin;16037362;Sarah;Mitte;Moabit West;52,5262586466256;13,3338122609421;Private room;25;9;0;;;2;0
21231884;Huge room 31 m2 in a shared flat central location;56636107;Ramendra;Steglitz - Zehlendorf;Albrechtstr.;52,4573795056029;13,3272069703403;Private room;16;2;0;;;1;89
21234767;Comfy and bright Bedroom in super nice rooftopflat;5570611;Alec;NeukÃ¶lln;NeukÃ¶llner Mitte/Zentrum;52,4689863259401;13,4372511113065;Private room;27;3;4;2018-03-01;0,31;2;0
21235357;Homey 2 rooms beautiful apt close to Hbf;131670667;Tommy;Mitte;Moabit Ost;52,5291572368498;13,3509201676494;Entire home/apt;75;3;37;2018-10-19;3,02;2;156
21235420;Large Room in Centre of Kreuzberg;35266686;Alex;Friedrichshain-Kreuzberg;sÃŒdliche Luisenstadt;52,4964950170513;13,4418578664181;Private room;40;1;25;2018-09-18;1,88;1;40
21235909;Private luxury rooftop Appartment in the City-West;4368929;Tom-Georg;Charlottenburg-Wilm.;KurfÃŒrstendamm;52,504807189722;13,3114415701161;Entire home/apt;69;7;15;2018-09-30;1,64;1;0
21236101;Cosy light-filled room w/ 2 beds & sunny balcony;152974701;Charlie;NeukÃ¶lln;Rixdorf;52,4713387862927;13,4424785100969;Private room;35;4;0;;;2;0
21236213;Charmante Altbauwohnung im Herzen von SchÃ¶neberg;153482781;Anika;Tempelhof - SchÃ¶neberg;SchÃ¶neberg-SÃŒd;52,4803587326326;13,3586652071854;Entire home/apt;35;7;1;2018-03-04;0,12;1;0
21236472;gemÃŒtliches Zimmer in mitten von Friedrichshain;153484253;Friederike;Friedrichshain-Kreuzberg;Frankfurter Allee SÃŒd FK;52,5135719146019;13,4567468272472;Private room;30;1;0;;;1;0
21236833;Berlin Real Life (NeukÃ¶lln);148038254;Jens;NeukÃ¶lln;ReuterstraÃe;52,482619578179;13,4349359445047;Entire home/apt;60;3;0;;;1;0
21237569;Cozy flat with balcony;126871202;Sindis;NeukÃ¶lln;Britz;52,4594324002652;13,4351236020638;Entire home/apt;50;3;15;2018-07-31;1,19;1;0
21237781;Studio SchÃ¶neberg OFFICIAL RENT VIA BERLINCITY;153496416;Jens + Stefanie;Tempelhof - SchÃ¶neberg;SchÃ¶neberg-SÃŒd;52,4876618783108;13,3623272614979;Entire home/apt;100;3;44;2018-10-18;3,5;1;140
21237794;Berlin MITTE â¢ Spacious & Beautiful â¢Â 6P â¢Â 70 sqm;153496712;Hodzic;Mitte;Brunnenstr. SÃŒd;52,5298224949539;13,3894610310051;Entire home/apt;65;1;86;2018-11-04;6,6;1;169
21240759;Central, town-house-style luxurious family home;9771806;Kati;Pankow;Prenzlauer Berg Ost;52,5358995598164;13,4372941520701;Entire home/apt;125;10;0;;;1;216
21247955;Lovely cozy room,in central Berlin!!!;140703396;Olive;Charlottenburg-Wilm.;Wiesbadener StraÃe;52,4753443229284;13,3189233810709;Private room;26;2;45;2018-10-28;3,45;1;156
21248186;quiet 20m2-room in Kreuzberg;51924661;Louisa Eileen;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52,4909534676388;13,4136237073462;Private room;30;3;1;2018-08-05;0,32;1;0
21248407;Helles Zimmer im grÃŒnen Pankow;144149615;Sophie;Pankow;Pankow SÃŒd;52,5654767842224;13,4100736947889;Private room;50;1;6;2018-09-02;1,05;1;87
21249036;Cosy, high-ceilinged and sunny room in NeukÃ¶lln;128980228;Marta;NeukÃ¶lln;NeukÃ¶llner Mitte/Zentrum;52,477415766771;13,437698683913;Private room;30;3;2;2018-09-07;0,17;2;0
21249243;Big cozy room with balcony;53153293;Ida;Mitte;Parkviertel;52,5476802653339;13,3497171778511;Private room;25;2;9;2018-10-24;0,73;1;0
21249663;Bright, cosy and rommy apartement / Bergmannkiez;39965497;Elisabeth;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52,4939666885965;13,3909567486763;Entire home/apt;64;5;10;2018-10-21;0,79;1;0
21249748;Big room with balcony near Gorli & Schlesi;17287817;Ricardo;Friedrichshain-Kreuzberg;sÃŒdliche Luisenstadt;52,4988950716613;13,4434041477119;Private room;30;2;0;;;1;0
21249880;Cozy Two Story Apartment, Close To The City Center;143758834;Ena;Pankow;Pankow Zentrum;52,5684499289708;13,397681079235;Entire home/apt;90;2;22;2018-11-03;1,92;3;159
21250111;Modern Central 1-Room-Apt. in Friedrichshain;37240724;Alex;Friedrichshain-Kreuzberg;Karl-Marx-Allee-SÃŒd;52,5090680489072;13,4347960961988;Entire home/apt;65;2;18;2018-10-23;1,36;1;194
21250345;MITTE - LUX ONE BEDROOM APARTMENT ALEXANDERPLATZ;35594166;A.G.;Mitte;Alexanderplatz;52,5231317475687;13,4145348568333;Entire home/apt;80;20;4;2018-05-27;0,34;1;296
21250668;// Super Charming & Cozy Room in the Best Area //;12329542;Anne-Christin;Friedrichshain-Kreuzberg;Frankfurter Allee Nord;52,5173852085782;13,4682480667424;Private room;22;2;4;2018-05-21;0,31;1;12
21251526;Perfectly located cosy room in Berlin Mitte;7431041;Axelle;Mitte;Alexanderplatz;52,524564444621;13,4082221864281;Private room;29;1;12;2018-03-30;0,91;1;0
21252091;Studio Apartment for 3, WiFi, close to the center;27952946;Katrin;Friedrichshain-Kreuzberg;Frankfurter Allee SÃŒd FK;52,5129363552892;13,4713671831864;Entire home/apt;70;2;35;2018-10-17;2,68;12;317
21252188;BIG AND BEAUTIFUL DESIGN  - CENTRAL & BALCONY;1670453;Norbert;Charlottenburg-Wilm.;Volkspark Wilmersdorf;52,4902280270904;13,3356807680144;Entire home/apt;95;3;39;2018-10-31;3,15;1;169
21257421;SchÃ¶ne kleine Wohnung in Friedrichshain- ganz;92272144;Jennifer;Friedrichshain-Kreuzberg;Frankfurter Allee Nord;52,5161847974015;13,4716649732711;Entire home/apt;38;2;8;2018-10-10;0,65;2;3
21257998;Bright city loft, Kreuzberg East with roof-balcony;153714726;Sebastian;Friedrichshain-Kreuzberg;nÃ¶rdliche Luisenstadt;52,5010178078782;13,4425615551246;Entire home/apt;85;2;42;2018-11-06;3,42;1;97
21258138;Zentrale, helle Wohnung in Berlin Zoo naehe KaDeWe;153717454;Athina;Mitte;Tiergarten SÃŒd;52,5076087183409;13,347127057209;Entire home/apt;50;3;1;2017-10-31;0,08;1;0
21258883;WG - Zimmer in Berlin Mitte;92570965;Clara;Mitte;Alexanderplatz;52,5293242649122;13,3973708533069;Private room;30;1;6;2018-09-24;0,47;1;0
21259057;URBAN LIVING 3, Best Area Berlin Friedrichshain;151888238;Fadeih;Friedrichshain-Kreuzberg;Frankfurter Allee SÃŒd FK;52,5108807107429;13,4611721379467;Entire home/apt;79;3;37;2018-10-25;3,23;3;124
21259704;A PEACEFUL and spacious Flat in Kreuzberg center;153729111;Manika;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52,4899921248889;13,4003269438733;Entire home/apt;90;1;66;2018-10-28;5,06;1;274
21261233;Women only! Cosy Room in Mitte\Wedding;61677723;Hafssa;Mitte;Brunnenstr. Nord;52,549376274924;13,3785694531623;Private room;35;1;16;2018-11-06;1,24;2;32
21261278;beautiful single bedroom Apartment in Wedding;19065139;Lucas;Mitte;Wedding Zentrum;52,5520414366468;13,3603559752029;Entire home/apt;35;5;1;2017-11-01;0,08;1;0
21261771;Schicker Altbau nahe Schlossstrasse fÃŒr bis zu 3.;153759870;Liss;Steglitz - Zehlendorf;Albrechtstr.;52,4459548542272;13,3447021228431;Private room;50;2;26;2018-09-22;2,08;1;358
21262400;couch available in beautiful apartment !!;36208794;Deepak;Friedrichshain-Kreuzberg;Frankfurter Allee Nord;52,519342239277;13,4560384179587;Shared room;25;1;19;2018-09-20;1,83;1;83
21262620;Berlin - Mitte: Entire sophisticated modern flat;104216849;Christina;Mitte;Alexanderplatz;52,5260956492793;13,3891473263009;Entire home/apt;70;3;4;2018-07-29;0,37;2;0
21263209;Cozy room in Prenzlauer Berg;4009500;LÃ©a;Pankow;Prenzlauer Berg SÃŒd;52,5330932861121;13,436895995221;Private room;30;2;26;2018-10-14;2,17;1;2
21263420;Spacious Apartment in Trendy Schillerkiez;92269196;Dimitrios;NeukÃ¶lln;Schillerpromenade;52,4735955000502;13,4211629054573;Entire home/apt;98;3;6;2018-10-08;0,46;1;32
21264395;Room in Berlin with big bed & shared living room;44314045;Aman;Lichtenberg;Fennpfuhl;52,5279975944714;13,464832130822;Private room;35;2;5;2018-07-30;0,68;1;47
21264545;Romantic Pied-a-Tierre in Kreuzberg;106724633;Emil;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52,4966558090483;13,3869723407179;Entire home/apt;50;4;14;2018-09-22;1,14;1;27
21264998;Cozy, Quiet, Newly-Decorated, in Boxhagener Kiez;4182292;Zhi;Friedrichshain-Kreuzberg;Frankfurter Allee SÃŒd FK;52,5112703963133;13,456245830692;Private room;39;4;0;;;1;0
21270144;Room in a nice big cosy flat in Berlin Wedding;50588384;Alice;Mitte;Parkviertel;52,5511591474435;13,3459946111456;Private room;37;10;4;2018-06-01;0,31;1;0
21270206;32cm2 - In the middle of Berlinâs Mitte!;97585677;Judith;Mitte;Brunnenstr. SÃŒd;52,5330404671701;13,3922563464634;Entire home/apt;80;3;13;2018-08-05;0,99;1;9
21271097;Fancy Flat close to Mauerpark;10680671;Claudia;Pankow;Prenzlauer Berg Nordwest;52,5481845025124;13,4021785756722;Entire home/apt;49;5;1;2018-05-03;0,16;1;0
21271930;Beautiful and cosy 90qm for cat lovers in Berlin;1845374;Anna;Lichtenberg;Neu Lichtenberg;52,5050048757122;13,4760947867436;Entire home/apt;75;20;5;2018-09-28;0,59;1;32
21272090;GroÃes Massivholz-Doppelbett in ruhiger Lage;7297221;Armin;Mitte;Moabit West;52,5314397622575;13,3350148019074;Private room;23;3;6;2018-10-10;0,46;1;0
21272484;Nice spacious room in Prenzlauer Berg! Top Lage;20307915;Julia;Pankow;Prenzlauer Berg Nordwest;52,5493003250303;13,4100681184738;Private room;45;3;7;2018-10-31;0,55;2;143
21276604;Zimmer in SchÃ¶neberg;153916708;Florian;Tempelhof - SchÃ¶neberg;SchÃ¶neberg-SÃŒd;52,4813273724979;13,3467443132739;Private room;20;2;6;2018-10-02;0,46;1;147
21276630;Cozy and quiet Apartment next to KurfÃŒrstendamm;153911309;Silke;Charlottenburg-Wilm.;DÃŒsseldorfer StraÃe;52,497668223732;13,3351788156955;Entire home/apt;57;3;23;2018-09-26;1,83;1;142
21277300;Cozy privat room in a big flat in the centre;62506994;JÃ¶rg;Pankow;Prenzlauer Berg SÃŒdwest;52,5390506358537;13,4111206056911;Private room;50;2;2;2018-09-21;0,15;1;1
21277459;Huge Private Room in Central Located Apartment;153923983;Alessio;Friedrichshain-Kreuzberg;Karl-Marx-Allee-SÃŒd;52,513038080383;13,4332515742345;Private room;49;1;24;2018-10-21;1,88;1;178
21277668;Kleines gemÃŒtliches Zimmer in Berlin/NeukÃ¶lln;26012819;Alexis;NeukÃ¶lln;Schillerpromenade;52,4650088503936;13,422772489093;Private room;24;1;2;2017-10-31;0,16;1;0
21277898;Sunny flat welcoming friends from everywhere :);66015838;Johanna;Tempelhof - SchÃ¶neberg;SchÃ¶neberg-SÃŒd;52,4890780110133;13,338084559641;Entire home/apt;40;20;2;2017-11-03;0,16;2;0
21277987;Cozy private room with balcony in Xberg;13098409;Hannah;Tempelhof - SchÃ¶neberg;Tempelhof;52,4835445848287;13,3845183666428;Private room;32;2;6;2018-09-07;0,47;2;5
21278009;Cool room in Friedrichshain close to TV-Tower;16894316;Paul;Friedrichshain-Kreuzberg;Karl-Marx-Allee-Nord;52,5217184756538;13,4353278789557;Private room;32;1;37;2018-06-15;2,94;3;0
21278809;Stunning 2 bed flat in Prenzlauerberg;2854667;Mike;Pankow;Prenzlauer Berg Nord;52,5518784970752;13,4150805141127;Entire home/apt;60;1;32;2018-10-10;2,47;3;252
21278853;Women only! GroÃes Vintage Zimmer im Wedding;61677723;Hafssa;Mitte;Brunnenstr. Nord;52,5498555007809;13,3779312260894;Private room;25;1;4;2018-03-02;0,31;2;0
21279485;// Berlin City Apartment / Studio //;153946182;Chris;Charlottenburg-Wilm.;KurfÃŒrstendamm;52,502675231673;13,3355691249626;Entire home/apt;69;4;11;2018-10-28;0,87;1;6
21279723;3 ROOM SUITE Hotel POTSDAMER PLATZ MITTE/KREUZBERG;54942921;Alina;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52,4961563138027;13,3794784440654;Private room;399;1;9;2018-10-08;0,79;18;269
21284560;Two spacious, bright and cosy rooms in Kreuzberg;49239290;Ann;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52,491572352107;13,4205437913862;Entire home/apt;75;2;0;;;1;0
21284754;Mitte-Moabit: spacious, bright and quiet room;12613867;AurÃ©lie;Mitte;Moabit West;52,5280913345264;13,3166380735705;Private room;35;2;3;2018-01-14;0,24;1;0
21285425;Big room with sunny balcony in Kreuzberg;48681616;Sebastian;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52,4858838915128;13,3748748585691;Private room;30;2;2;2017-12-27;0,16;1;0
21286310;4 ROOM SUITE Hotel POTSDAMER PLATZ MITTE/KREUZBERG;54942921;Alina;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52,4980015951278;13,3813374040143;Shared room;599;1;8;2018-11-04;0,94;18;238
21286490;Cozy Room in NeukÃ¶lln;62121792;Sarina;NeukÃ¶lln;Rixdorf;52,4717091016364;13,4507729520821;Private room;22;5;1;2017-10-16;0,08;1;5
21286944;Small but cozy room in the heart of Berlin;154015062;Marle;Friedrichshain-Kreuzberg;SÃŒdliche Friedrichstadt;52,5007115795521;13,3873817255284;Private room;50;1;10;2018-09-16;0,77;2;66
21287498;Cozy charming studio in NeukÃ¶lln!;2041190;Nina;NeukÃ¶lln;NeukÃ¶llner Mitte/Zentrum;52,4729333644986;13,439135966981;Entire home/apt;50;2;44;2018-11-05;3,46;1;47
21287789;Quite & Bright Studio Loft Mitte;38423829;Rocco;Mitte;Alexanderplatz;52,5291275169294;13,3966930617794;Entire home/apt;60;7;0;;;1;34
21288449;16m2 room in the heart of the multiculti Kreuzberg;30893269;Ayna;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52,4851611479628;13,3844921806745;Private room;25;1;3;2018-04-28;0,23;1;8
21289809;Wonderful Design Apartment Mitte/ Prenzlauer Berg;606643;AndrÃ©;Mitte;Brunnenstr. SÃŒd;52,5309056787736;13,4049641301756;Entire home/apt;100;90;0;;;1;0
21289850;New Studio/close to subway/ 15 from Alexanderplatz;38906150;Esteban;Lichtenberg;Neu Lichtenberg;52,5080526505484;13,51238328172;Entire home/apt;40;1;4;2018-08-19;0,31;1;0
21290042;Cozy room in central Berlin with Altbau Charme;661390;Helli;Pankow;Prenzlauer Berg SÃŒd;52,5380782364185;13,4262333727203;Private room;38;4;2;2017-10-31;0,15;1;0
21290330;Cozy and bright one room apartment in Kreuzkoelln!;17394595;Silvia;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52,4931104553542;13,4074340418577;Entire home/apt;55;5;2;2018-05-28;0,16;1;0
21291976;Hostel 199 - Doppelzimmer;151358145;David;Pankow;Prenzlauer Berg Ost;52,5296775311463;13,444576573686;Private room;80;1;1;2018-08-11;0,34;2;200
21292076;Big shabby chic room in Berlin-style shared apart.;21731539;Greta;Charlottenburg-Wilm.;Mierendorffplatz;52,5251034485558;13,3085415740253;Private room;30;1;8;2018-09-16;0,82;1;0
21292634;Cozy room at Checkpoint Charlie;44186418;Kai;Friedrichshain-Kreuzberg;SÃŒdliche Friedrichstadt;52,5057333875056;13,3955922093334;Private room;40;1;4;2017-11-28;0,31;1;0
21293120;Room in a nice flat ...with cat :);75377708;Berna;Tempelhof - SchÃ¶neberg;Mariendorf;52,4431988418312;13,3814129857409;Private room;26;2;34;2018-11-07;2,72;1;29
21293501;Loft im Herzen Prenzlauer Bergs;154077755;Armin;Pankow;Prenzlauer Berg SÃŒdwest;52,535369382263;13,4207750661534;Entire home/apt;49;60;4;2018-09-30;0,39;1;280
21293906;Modern Rooftop Apartment;36868877;Dominik;Friedrichshain-Kreuzberg;Frankfurter Allee SÃŒd FK;52,5074548204186;13,4702788492915;Entire home/apt;89;5;4;2018-05-19;0,38;1;0
21294281;Penthouse in NeukÃ¶lln, next to Tempelhof!;29463215;Paula;NeukÃ¶lln;NeukÃ¶llner Mitte/Zentrum;52,4803043408357;13,4285578540566;Private room;24;3;2;2018-10-10;1,46;1;16
21302773;Minimalist studio by the river;63298493;Kruno;Friedrichshain-Kreuzberg;Karl-Marx-Allee-SÃŒd;52,5034882830353;13,4401130532725;Entire home/apt;33;60;6;2018-07-02;0,58;1;5
21303130;Ruhiges schÃ¶nes GÃ€stezimmer im Prenzlauer Berg;151481778;Sabine;Pankow;Helmholtzplatz;52,5464799709012;13,4163553503086;Private room;45;2;9;2018-11-04;2,05;1;49
21303176;Unique Duplex in the heart of Kreuberg.;5204180;Maxime;Friedrichshain-Kreuzberg;nÃ¶rdliche Luisenstadt;52,5007850837542;13,426821153724;Private room;50;2;12;2018-10-09;1,08;1;2
21303913;DachgeschoÃ-Maisonette fÃŒr bis zu 6 Personen;72471738;Sandrina;Treptow - KÃ¶penick;PlÃ€nterwald;52,486145513542;13,4655038394841;Entire home/apt;150;3;1;2017-10-31;0,08;1;4
21304608;Family friendly 1920s apartment in NeukÃ¶lln;67158600;Lizzie;NeukÃ¶lln;ReuterstraÃe;52,4866373763178;13,4374315051674;Entire home/apt;66;5;3;2018-10-29;0,28;1;7
21307004;Beautiful apartment in the heart of Berlin;10178310;Hanna;Pankow;Prenzlauer Berg SÃŒd;52,5368564839714;13,4305391808461;Entire home/apt;49;28;1;2017-10-15;0,08;1;309
21308905;Mi casa es tu casa - Welcome in Berlin!;119278956;Sophie;Charlottenburg-Wilm.;Otto-Suhr-Allee;52,5192577223673;13,3172724667731;Private room;25;3;7;2018-10-03;0,54;1;0
21315204;Ruhiges schÃ¶nes Zimmer im Schillerkiez;52274119;Pierre;NeukÃ¶lln;Schillerpromenade;52,4768948422714;13,4230692843064;Private room;29;2;27;2018-09-07;2,08;1;166
21315310;Mauerpark! P-Berg under Roof = Quiet. Lively area;2217;Ian;Pankow;Prenzlauer Berg Nordwest;52,5479907681297;13,4051749798878;Entire home/apt;34;1;50;2018-11-04;3,99;4;353
21315699;Friendly studio, view over Berlin & top location;154279461;Bang;Mitte;Alexanderplatz;52,5154883065746;13,4193298466894;Entire home/apt;69;3;17;2018-02-26;1,39;1;0
21316369;Modern, Central, High Quality in Mitte;154222592;Adam;Mitte;Alexanderplatz;52,5362688816135;13,3748910005797;Entire home/apt;60;3;14;2018-08-10;1,13;1;0
21316656;Basement Apartment modernized and renovated;40923349;Christian;Steglitz - Zehlendorf;SchloÃstr.;52,4642934074056;13,3123852571667;Entire home/apt;55;10;16;2018-10-31;1,29;5;48
21317090;Helles Zimmer in schÃ¶ner Altbauwohnung;56625319;Christa;Charlottenburg-Wilm.;Mierendorffplatz;52,5245053975993;13,3002503578497;Private room;25;2;46;2018-11-04;3,65;1;48
21317733;2 Zimmer, KÃŒche, Bad im Prenzlauer Berg;59482514;Katharina;Pankow;Prenzlauer Berg Nordwest;52,5517810635547;13,4112730207071;Entire home/apt;55;15;0;;;1;362
21318287;Fadi's place;154304214;Fadi;Friedrichshain-Kreuzberg;Frankfurter Allee Nord;52,5176671788527;13,4630472347521;Entire home/apt;22;7;0;;;1;0
21318862;Nettes kleines Zimmer im Herz Kreuzbergs - Berlin;7353335;Gil Jabuti;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52,4952941243828;13,396489818761;Private room;18;2;46;2018-10-15;3,53;1;0
21319595;Nice, centrally located Apartment in Kreuzberg;154280093;Issai;Friedrichshain-Kreuzberg;nÃ¶rdliche Luisenstadt;52,501611688544;13,4220647032019;Private room;40;1;6;2018-10-19;0,51;1;5
21320176;Modern room with private bathroom;49912780;Samuel;Mitte;Brunnenstr. SÃŒd;52,5378763761502;13,3768781503992;Private room;85;3;0;;;1;37
21323589;Maisonette Apartment close to Friedrichshain;97468757;Stephanie;Lichtenberg;Alt-Lichtenberg;52,5149553795026;13,5001012418161;Private room;40;1;17;2018-10-30;1,36;1;170
21323778;A haven of tranquility;151876378;Evyonne;NeukÃ¶lln;ReuterstraÃe;52,4897452088792;13,4338213293562;Private room;60;2;23;2018-10-15;1,85;1;83
21324223;Light-filled room & balcony in the heart of Fhain;123380251;Katie;Friedrichshain-Kreuzberg;Frankfurter Allee SÃŒd FK;52,5101753533001;13,4566658716678;Private room;30;3;1;2017-10-23;0,08;1;35
21325515;Sehr ruhiges Zimmer in beliebtem Kiez.;37394021;Uli;Tempelhof - SchÃ¶neberg;SchÃ¶neberg-Nord;52,4987568030061;13,355059741862;Private room;45;3;0;;;1;0
21326040;calm, oriental and cosy flat on Maybachufer;54084178;Luna;NeukÃ¶lln;ReuterstraÃe;52,4903268175032;13,434097193052;Entire home/apt;52;3;4;2018-10-02;0,38;1;0
21328975;Central. Quiet. Spacious.;142273017;Chris;Mitte;Brunnenstr. SÃŒd;52,5285542837545;13,3894741188831;Private room;35;2;1;2017-10-15;0,08;2;0
21329329;SchÃ¶ne 3-Raumwohnung mit Veranda in Berlin-Pankow;1469850;Brigitte;Pankow;Pankow SÃŒd;52,5645176126265;13,4168500227521;Entire home/apt;47;7;1;2018-03-03;0,12;1;141
21329409;Creative, unique apartment in NeukÃ¶lln!;15136644;Susanne;NeukÃ¶lln;Rixdorf;52,4815788810496;13,4531031828042;Private room;35;2;4;2018-07-23;0,39;1;72
21330560;GemÃŒtliche 1 Zimmer-Wohnung in Charlottenburg;29467136;Tina;Charlottenburg-Wilm.;Mierendorffplatz;52,5271259676807;13,306856926382;Entire home/apt;25;3;2;2017-10-30;0,15;1;0
21332140;Eigene Wohnung im Hinterhof mit Terasse;154388151;Nick;Friedrichshain-Kreuzberg;Karl-Marx-Allee-Nord;52,5199303848695;13,4382073527839;Entire home/apt;65;1;0;;;1;0
21332726;Cozy Room in Kreuzberg;154444049;Ralph;Friedrichshain-Kreuzberg;sÃŒdliche Luisenstadt;52,4930789998905;13,4341335189598;Private room;49;2;10;2018-09-21;0,78;1;160
21333849;SchÃ¶ne Privatzimmer in Xberg. Super Zentral!;5143907;Paola;Friedrichshain-Kreuzberg;SÃŒdliche Friedrichstadt;52,5034125119922;13,3955182882942;Private room;25;3;12;2018-10-25;1;2;145
