<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
CCC,D,20130226,000000,65.847,65.94,64.229,64.323,8883,0
CCC,D,20130227,000000,63.906,65.569,63.906,65.246,13307,0
CCC,D,20130228,000000,65.987,66.032,65.154,65.34,24029,0
CCC,D,20130301,000000,65.617,66.355,64.693,66.08,79844,0
CCC,D,20130304,000000,66.08,66.54,66.08,66.08,2856,0
CCC,D,20130305,000000,66.08,66.263,65.617,66.124,488,0
CCC,D,20130306,000000,66.171,70.238,66.124,68.388,20724,0
CCC,D,20130307,000000,69.314,70.468,68.528,70.33,13607,0
CCC,D,20130308,000000,70.423,73.565,70.423,72.316,34235,0
CCC,D,20130311,000000,72.086,72.086,71.16,71.16,11656,0
CCC,D,20130312,000000,71.07,72.549,70.931,71.625,4764,0
CCC,D,20130313,000000,72.086,72.086,71.208,71.346,19988,0
CCC,D,20130314,000000,71.531,71.531,69.36,69.59,2781,0
CCC,D,20130315,000000,69.497,72.086,69.497,72.086,9562,0
CCC,D,20130318,000000,72.086,72.086,69.774,72.086,41524,0
CCC,D,20130319,000000,72.409,72.549,70.238,70.238,9442,0
CCC,D,20130320,000000,70.238,71.115,70.098,70.238,26396,0
CCC,D,20130321,000000,70.098,70.931,69.545,69.729,13531,0
CCC,D,20130322,000000,69.868,69.868,67.973,69.314,33623,0
CCC,D,20130325,000000,68.575,71.16,67.465,67.465,86308,0
CCC,D,20130326,000000,68.205,68.205,65.062,66.08,22333,0
CCC,D,20130327,000000,68.111,68.111,65.801,66.08,228991,0
CCC,D,20130328,000000,66.911,66.911,64.877,65.433,91151,0
CCC,D,20130402,000000,65.433,66.08,62.935,62.935,29790,0
CCC,D,20130403,000000,63.03,64.647,61.736,62.382,4255,0
CCC,D,20130404,000000,62.382,64.046,62.105,63.722,18521,0
CCC,D,20130405,000000,63.953,65.154,63.722,64.693,18544,0
CCC,D,20130408,000000,65.708,66.911,65.617,66.54,13258,0
CCC,D,20130409,000000,67.465,69.314,66.587,68.343,21664,0
CCC,D,20130410,000000,68.388,68.388,67.465,67.465,1874,0
CCC,D,20130411,000000,67.927,67.927,66.771,66.771,14923,0
CCC,D,20130412,000000,65.433,66.911,65.433,66.403,9656,0
CCC,D,20130415,000000,66.448,66.54,66.171,66.54,1051,0
CCC,D,20130417,000000,66.54,66.54,65.433,65.524,1671,0
CCC,D,20130418,000000,65.154,66.171,64.37,64.693,65511,0
CCC,D,20130419,000000,64.37,65.617,61.965,65.617,4130,0
CCC,D,20130422,000000,65.708,67.465,64.738,67.002,2406,0
CCC,D,20130423,000000,66.54,66.54,64.693,65.588,9960,0
CCC,D,20130424,000000,65.588,66.08,64.793,66.06,1105,0
CCC,D,20130425,000000,65.708,66.08,65.617,65.617,4307,0
CCC,D,20130426,000000,64.425,65.94,64.425,65.607,426,0
CCC,D,20130429,000000,65.607,65.967,64.748,65.708,3996,0
CCC,D,20130430,000000,65.708,67.465,65.617,67.465,7341,0
CCC,D,20130502,000000,66.54,67.927,66.08,66.263,13820,0
CCC,D,20130506,000000,66.54,67.465,66.448,67.465,3241,0
CCC,D,20130507,000000,67.927,67.927,66.54,67.465,10642,0
CCC,D,20130508,000000,68.388,68.593,66.892,68.388,4260,0
CCC,D,20130509,000000,68.388,68.388,67.465,67.825,2119,0
CCC,D,20130510,000000,67.798,70.884,67.465,68.388,18275,0
CCC,D,20130513,000000,68.575,71.023,68.575,70.977,51029,0
CCC,D,20130514,000000,70.977,72.964,70.792,71.625,31984,0
CCC,D,20130515,000000,72.086,73.379,71.625,71.724,15094,0
CCC,D,20130516,000000,71.724,72.363,71.625,72.086,6591,0
CCC,D,20130517,000000,72.086,72.086,69.962,70.423,28956,0
CCC,D,20130520,000000,70.238,71.983,70.238,71.301,2422,0
CCC,D,20130521,000000,71.346,72.27,71.346,72.27,5549,0
CCC,D,20130522,000000,72.27,74.951,72.27,74.397,32638,0
CCC,D,20130523,000000,73.934,75.784,72.824,75.784,50236,0
CCC,D,20130524,000000,75.784,78.369,75.784,76.244,8426,0
CCC,D,20130527,000000,77.99,77.99,74.497,75.338,3865,0
CCC,D,20130528,000000,76.235,76.244,74.581,75.311,3521,0
CCC,D,20130529,000000,74.951,74.951,73.471,73.471,6406,0
CCC,D,20130531,000000,72.484,73.468,72.456,72.914,5115,0
CCC,D,20130603,000000,72.917,72.917,71.356,72.086,5364,0
CCC,D,20130604,000000,72.179,74.858,72.179,74.858,3133,0
CCC,D,20130605,000000,74.858,77.17,73.934,77.17,25495,0
CCC,D,20130606,000000,76.8,77.538,74.858,74.858,9622,0
CCC,D,20130607,000000,74.441,75.69,73.934,74.441,10397,0
CCC,D,20130610,000000,75.634,75.634,73.934,74.304,8614,0
CCC,D,20130611,000000,74.304,75.784,73.685,73.934,3222,0
CCC,D,20130612,000000,74.858,74.858,73.844,74.545,15652,0
CCC,D,20130613,000000,75.784,78.323,75.784,76.705,17775,0
CCC,D,20130614,000000,76.705,76.846,75.321,75.784,74801,0
CCC,D,20130617,000000,76.68,78.093,75.46,77.631,48845,0
CCC,D,20130618,000000,77.631,80.404,77.631,79.664,15356,0
CCC,D,20130619,000000,81.051,83.176,80.69,82.16,33502,0
CCC,D,20130620,000000,81.789,81.789,76.8,78.833,34452,0
CCC,D,20130621,000000,78.093,80.404,77.447,80.118,20552,0
CCC,D,20130624,000000,80.126,80.126,79.294,79.664,31178,0
CCC,D,20130625,000000,79.664,81.503,79.479,81.42,5061,0
CCC,D,20130626,000000,82.02,83.914,79.664,83.914,53141,0
CCC,D,20130627,000000,85.014,85.301,80.032,80.312,7965,0
CCC,D,20130628,000000,80.032,80.856,78.242,78.556,9105,0
CCC,D,20130701,000000,78.925,81.374,78.462,80.006,5499,0
CCC,D,20130702,000000,80.866,81.234,79.063,80.032,9324,0
CCC,D,20130703,000000,80.126,80.126,74.674,77.631,29818,0
CCC,D,20130704,000000,77.815,79.386,76.846,78.556,17061,0
CCC,D,20130705,000000,79.386,79.386,78.093,79.294,6779,0
CCC,D,20130708,000000,78.741,78.925,77.742,78.139,21823,0
CCC,D,20130709,000000,77.094,78.139,77.094,77.353,1599,0
CCC,D,20130710,000000,77.17,78.453,77.094,77.631,47793,0
CCC,D,20130711,000000,78.556,80.404,78.556,80.404,19124,0
CCC,D,20130712,000000,79.94,80.173,78.952,80.173,28028,0
CCC,D,20130715,000000,80.385,80.385,79.479,79.94,3912,0
CCC,D,20130716,000000,79.95,80.404,79.95,80.126,4822,0
CCC,D,20130717,000000,80.395,80.866,79.859,80.866,15846,0
CCC,D,20130718,000000,80.866,82.252,80.774,82.252,7380,0
CCC,D,20130719,000000,82.252,83.176,82.252,82.252,3151,0
CCC,D,20130722,000000,82.252,82.344,81.327,81.438,2205,0
CCC,D,20130723,000000,81.327,83.6,81.152,83.546,4131,0
CCC,D,20130724,000000,83.408,85.024,83.176,85.024,11931,0
CCC,D,20130725,000000,84.469,87.797,84.469,86.504,5371,0
CCC,D,20130726,000000,86.41,86.41,83.508,83.637,4771,0
CCC,D,20130729,000000,85.301,86.872,84.101,85.024,7211,0
CCC,D,20130730,000000,86.872,86.872,85.024,86.272,5998,0
CCC,D,20130731,000000,85.21,86.872,84.193,86.872,13442,0
CCC,D,20130801,000000,86.761,86.872,85.487,85.487,8016,0
CCC,D,20130802,000000,85.588,89.645,85.588,89.553,16760,0
CCC,D,20130805,000000,88.768,90.578,88.768,89.553,7732,0
CCC,D,20130806,000000,91.032,91.032,88.822,89.645,18878,0
CCC,D,20130807,000000,88.258,89.525,87.519,88.721,13541,0
CCC,D,20130808,000000,88.721,92.418,88.721,91.493,10675,0
CCC,D,20130809,000000,92.418,94.729,92.326,94.131,25175,0
CCC,D,20130812,000000,96.112,100.8,95.65,98.88,37437,0
CCC,D,20130813,000000,99.82,101.47,97.04,98.437,32716,0
CCC,D,20130814,000000,98.88,100.65,97.966,100.56,14066,0
CCC,D,20130816,000000,100.27,100.65,99.73,99.82,6674,0
CCC,D,20130819,000000,99.82,100.27,96.112,96.112,11836,0
CCC,D,20130820,000000,94.264,95.195,92.88,93.344,10265,0
CCC,D,20130821,000000,93.991,95.1,93.344,93.344,7065,0
CCC,D,20130822,000000,94.17,94.264,88.739,92.4,31415,0
CCC,D,20130823,000000,94.17,94.54,92.418,93.438,16499,0
CCC,D,20130826,000000,93.897,95.195,93.344,93.344,11483,0
CCC,D,20130827,000000,93.804,93.804,89.849,90.2,9615,0
CCC,D,20130828,000000,89.183,89.369,86.872,88.721,10826,0
CCC,D,20130829,000000,90.568,91.31,89.369,91.114,29608,0
CCC,D,20130830,000000,92.232,92.418,89.829,90.616,30017,0
CCC,D,20130902,000000,91.956,95.1,91.503,94.455,53058,0
CCC,D,20130903,000000,96.2,97.966,95.289,95.697,14787,0
CCC,D,20130904,000000,95.374,95.374,87.898,92.417,18578,0
CCC,D,20130905,000000,92.417,92.417,83.172,92.417,26093,0
CCC,D,20130906,000000,92.417,93.344,90.664,92.417,12731,0
CCC,D,20130909,000000,94.131,96.112,92.88,96.112,21760,0
CCC,D,20130910,000000,97.966,99.332,96.248,97.819,24786,0
CCC,D,20130911,000000,97.868,98.516,96.03,98.516,6982,0
CCC,D,20130912,000000,98.437,98.516,96.112,97.04,8705,0
CCC,D,20130913,000000,97.04,97.04,95.65,96.112,2705,0
CCC,D,20130916,000000,95.745,95.745,92.51,93.344,49034,0
CCC,D,20130917,000000,94.264,96.112,93.617,96.112,5129,0
CCC,D,20130918,000000,96.112,97.04,95.65,96.49,2477,0
CCC,D,20130919,000000,98.88,103.5,98.516,101.66,40442,0
CCC,D,20130920,000000,101.66,104.61,101.66,104.43,40663,0
CCC,D,20130923,000000,104.61,104.9,103.5,103.5,8013,0
CCC,D,20130924,000000,105.58,105.58,102.76,103.9,37369,0
CCC,D,20130925,000000,104.06,104.68,102.66,104.68,10392,0
CCC,D,20130926,000000,105.01,107.35,104.73,105.86,11883,0
CCC,D,20130927,000000,106.88,107.3,105.95,105.95,18427,0
CCC,D,20130930,000000,106.88,106.88,105.58,105.66,10309,0
CCC,D,20131001,000000,105.71,108.94,105.38,108.89,15635,0
CCC,D,20131002,000000,111.1,113.45,106.88,108.77,45540,0
CCC,D,20131003,000000,109.69,112.51,109.69,110.63,18700,0
CCC,D,20131004,000000,112.04,112.04,109.69,110.36,5787,0
CCC,D,20131007,000000,111.44,111.44,108.86,109.13,12574,0
CCC,D,20131008,000000,109.51,109.64,108.81,108.86,22362,0
CCC,D,20131009,000000,108.86,112.97,108.86,112.51,71367,0
CCC,D,20131010,000000,114.38,117.3,114.29,116.06,35613,0
CCC,D,20131011,000000,117.67,119.96,117.67,118.51,38953,0
CCC,D,20131014,000000,118.69,121.88,118.69,121.83,29577,0
CCC,D,20131015,000000,123.3,127.51,123.3,125.63,44996,0
CCC,D,20131016,000000,127.13,132.76,127.13,129.3,58608,0
CCC,D,20131017,000000,131.26,131.92,123.98,124.68,50586,0
CCC,D,20131018,000000,123.71,126.76,118.13,125.54,39335,0
CCC,D,20131021,000000,126.11,130.33,125.82,129.38,42602,0
CCC,D,20131022,000000,129.42,131.54,128.26,128.26,34447,0
CCC,D,20131023,000000,128.26,130.18,127.7,127.75,13327,0
CCC,D,20131024,000000,128.45,130.8,127.97,130.23,22079,0
CCC,D,20131025,000000,130.7,132.2,129.38,130.33,28283,0
CCC,D,20131028,000000,130.33,130.8,126.11,126.57,27399,0
CCC,D,20131029,000000,127.09,130.33,127.09,129.3,14056,0
CCC,D,20131030,000000,130.23,130.23,126.11,126.11,24023,0
CCC,D,20131031,000000,126.19,126.38,120.25,121.88,80003,0
CCC,D,20131104,000000,123.76,124.68,119.68,121.69,36743,0
CCC,D,20131105,000000,121.69,121.88,114.53,117.67,36381,0
CCC,D,20131106,000000,117.2,117.57,112.97,117.57,43109,0
CCC,D,20131107,000000,118.13,120.01,117.3,117.95,34850,0
CCC,D,20131108,000000,117.85,117.85,109.59,112.41,203806,0
CCC,D,20131112,000000,114.2,114.2,108.77,111.1,77336,0
CCC,D,20131113,000000,111.01,112.32,109.42,110.63,81686,0
CCC,D,20131114,000000,108.81,114.86,108.77,112.51,26310,0
CCC,D,20131115,000000,112.51,112.51,110.91,111.29,43924,0
CCC,D,20131118,000000,112.04,112.32,110.86,111.58,29385,0
CCC,D,20131119,000000,111.76,113.64,111.76,112.51,61230,0
CCC,D,20131120,000000,115.08,115.08,113.25,114.38,55210,0
CCC,D,20131121,000000,115.74,117.1,114.25,116.96,34678,0
CCC,D,20131122,000000,118.84,119.91,116.77,117.67,27602,0
CCC,D,20131125,000000,118.18,119.45,116.31,116.54,29790,0
CCC,D,20131126,000000,116.54,116.54,112.51,114.86,35750,0
CCC,D,20131127,000000,112.97,116.72,110.63,114.38,50670,0
CCC,D,20131128,000000,114.48,114.48,110.82,112.51,15940,0
CCC,D,20131129,000000,111.14,111.99,110.59,111.76,37962,0
CCC,D,20131202,000000,111.94,111.94,109.69,110.63,67354,0
CCC,D,20131203,000000,110.91,111.1,109.96,110.63,79470,0
CCC,D,20131204,000000,110.59,110.59,105.1,107.91,68662,0
CCC,D,20131205,000000,107.91,109.23,106.37,109.23,38153,0
CCC,D,20131206,000000,110.16,110.16,108.47,109.69,45714,0
CCC,D,20131209,000000,110.26,110.45,109.88,109.93,35099,0
CCC,D,20131210,000000,110.36,110.63,106.41,109.69,10102,0
CCC,D,20131211,000000,109.59,109.59,108.3,108.72,4390,0
CCC,D,20131212,000000,108.67,108.67,103.65,106.41,31727,0
CCC,D,20131213,000000,105.95,106.41,104.11,106.41,27156,0
CCC,D,20131216,000000,106.97,108.2,106.97,107.91,18042,0
CCC,D,20131217,000000,109.69,111.76,105.48,105.95,26455,0
CCC,D,20131218,000000,105.95,108.77,105.48,106.88,11049,0
CCC,D,20131219,000000,107.73,111.05,105.95,105.95,18773,0
CCC,D,20131220,000000,107.35,108.2,104.06,105.9,62349,0
CCC,D,20131223,000000,105.95,108.2,105.95,107.73,7345,0
CCC,D,20131227,000000,108.57,109.69,106.88,109.64,7865,0
CCC,D,20131230,000000,109.69,109.69,106.88,109.33,22122,0
CCC,D,20140102,000000,109.51,111.44,109.23,110.16,36105,0
CCC,D,20140103,000000,110.11,110.16,109.51,109.64,14055,0
CCC,D,20140107,000000,109.55,109.55,106.97,107.73,13094,0
CCC,D,20140108,000000,107.82,108.1,103.23,105.62,13833,0
CCC,D,20140109,000000,105.38,107.82,103.32,106.78,7605,0
CCC,D,20140110,000000,107.44,107.44,104.06,105.01,5550,0
CCC,D,20140113,000000,104.92,104.92,100.31,100.31,48540,0
CCC,D,20140114,000000,98.358,101.91,96.103,101.87,17643,0
CCC,D,20140115,000000,102.19,104.15,102.19,103.13,13404,0
CCC,D,20140116,000000,103.13,103.6,101.39,103.32,7003,0
CCC,D,20140117,000000,103.32,103.32,100.93,102.19,5266,0
CCC,D,20140120,000000,102.19,102.19,101.59,101.82,40924,0
CCC,D,20140121,000000,101.82,105.58,101.73,105.28,17688,0
CCC,D,20140122,000000,105.86,110.54,105.86,110.16,70972,0
CCC,D,20140123,000000,110.82,117.3,110.82,114.86,264928,0
CCC,D,20140124,000000,116.06,116.54,110.16,110.54,129341,0
CCC,D,20140127,000000,109.69,109.88,106.23,109.69,77652,0
CCC,D,20140128,000000,109.69,112.41,109.69,111.76,21672,0
CCC,D,20140129,000000,113.45,114.38,110.16,110.45,20167,0
CCC,D,20140130,000000,110.36,111.49,108,109.69,19735,0
CCC,D,20140131,000000,110.26,111.58,109.04,111.58,21393,0
CCC,D,20140203,000000,111.58,112.97,109.88,112.7,42988,0
CCC,D,20140204,000000,110.63,112.51,109.69,110.82,13893,0
CCC,D,20140205,000000,110.82,112.46,110.31,111.01,27516,0
CCC,D,20140206,000000,111.99,115.04,111.81,114.38,108623,0
CCC,D,20140207,000000,114.38,114.86,113.45,113.73,23613,0
CCC,D,20140210,000000,115.7,116.26,114.73,116.06,15361,0
CCC,D,20140211,000000,116.26,116.69,114.9,114.95,22999,0
CCC,D,20140212,000000,115.32,116.21,114.99,115.32,44473,0
CCC,D,20140213,000000,115.79,117.2,115.46,116.72,29183,0
CCC,D,20140214,000000,117.1,120.3,116.92,120.01,59189,0
CCC,D,20140217,000000,120.01,123.93,120.01,123.93,28489,0
CCC,D,20140218,000000,123.93,125.82,120.49,120.99,27699,0
CCC,D,20140219,000000,120.65,121.74,119.96,121.74,37419,0
CCC,D,20140220,000000,121.64,121.64,118.46,120.84,33101,0
CCC,D,20140221,000000,121.88,123.76,121.24,121.88,20851,0
CCC,D,20140224,000000,122.83,124.68,120.11,124.68,20382,0
CCC,D,20140225,000000,124.68,124.68,121.5,122.26,17377,0
CCC,D,20140226,000000,124.43,127.04,121.88,121.88,65169,0
CCC,D,20140227,000000,121.88,124.65,121.88,123.1,18468,0
CCC,D,20140228,000000,123.76,125.63,123.3,123.3,44244,0
CCC,D,20140303,000000,120.01,120.94,111.58,115.22,70322,0
CCC,D,20140304,000000,119.45,121.88,119.07,121.42,32374,0
CCC,D,20140305,000000,121.78,124.23,119.07,120.49,48726,0
CCC,D,20140306,000000,121.42,122.73,120.01,120.49,15415,0
CCC,D,20140307,000000,120.74,120.94,118.98,119.16,41096,0
CCC,D,20140310,000000,119.16,119.91,117.34,118.31,42525,0
CCC,D,20140311,000000,118.36,120.65,114.53,116.16,27621,0
CCC,D,20140312,000000,116.26,116.26,111.71,112.7,51173,0
CCC,D,20140313,000000,112.97,115.46,111.58,111.58,118959,0
CCC,D,20140314,000000,109.38,109.64,105.48,108.77,46386,0
CCC,D,20140317,000000,109.23,116.72,109.23,115.79,29809,0
CCC,D,20140318,000000,116.64,121.24,116.36,116.36,39725,0
CCC,D,20140319,000000,118.6,120.84,114.86,117.2,22977,0
CCC,D,20140320,000000,117.44,118.79,116.54,118.79,27199,0
CCC,D,20140321,000000,117.48,120.74,117.48,120.49,28371,0
CCC,D,20140324,000000,121.28,121.42,119.11,120.3,9265,0
CCC,D,20140325,000000,120.01,120.49,118.94,118.94,22358,0
CCC,D,20140326,000000,120.01,120.54,118.89,119.07,23301,0
CCC,D,20140327,000000,119.55,120.01,118.13,119.77,26753,0
CCC,D,20140328,000000,119.07,119.96,117.95,118.13,39697,0
CCC,D,20140331,000000,119.82,122.87,119.07,122.83,44628,0
CCC,D,20140401,000000,123.76,126.11,123.3,125.77,34050,0
CCC,D,20140402,000000,126.61,128.36,124.98,125.77,88531,0
CCC,D,20140403,000000,126.52,128.07,126.11,126.57,44965,0
CCC,D,20140404,000000,126.57,127.37,125.73,125.73,32344,0
CCC,D,20140407,000000,126.07,126.07,121.88,123.76,24031,0
CCC,D,20140408,000000,123.76,123.84,122.35,122.83,12210,0
CCC,D,20140409,000000,123.3,125.63,123.3,123.76,14812,0
CCC,D,20140410,000000,124.18,125.58,123.76,125.07,10220,0
CCC,D,20140411,000000,122.83,123.98,121.24,122.54,14028,0
CCC,D,20140414,000000,121.78,121.78,118.6,119.03,24044,0
CCC,D,20140415,000000,119.07,119.11,116.69,117.2,23959,0
CCC,D,20140416,000000,117.25,119.07,116.82,118.13,43099,0
CCC,D,20140417,000000,118.51,119.96,117.2,117.95,8033,0
CCC,D,20140422,000000,118.55,120.39,117.76,119.91,42908,0
CCC,D,20140423,000000,120.49,120.84,120.01,120.06,179188,0
CCC,D,20140424,000000,120.16,120.74,116.87,117.01,45571,0
CCC,D,20140425,000000,117.01,118.6,117.01,118.41,17224,0
CCC,D,20140428,000000,118.64,118.84,117.67,117.76,5276,0
CCC,D,20140429,000000,117.76,118.98,117.2,118.13,20939,0
CCC,D,20140430,000000,118.98,120.11,118.13,119.07,10531,0
CCC,D,20140502,000000,118.89,118.89,117.67,117.81,1709,0
CCC,D,20140505,000000,117.81,118.13,111.85,114.29,21306,0
CCC,D,20140506,000000,114.29,114.86,111.85,112.51,15445,0
CCC,D,20140507,000000,112.51,112.51,105.48,106.41,162616,0
CCC,D,20140508,000000,107.82,110.63,106.04,106.41,52849,0
CCC,D,20140509,000000,106.51,107.91,98.496,103.5,24669,0
CCC,D,20140512,000000,102.24,107.73,101.34,106.7,91926,0
CCC,D,20140513,000000,107.82,109.33,107.21,109.33,13600,0
CCC,D,20140514,000000,110.11,110.63,109.23,109.88,88941,0
CCC,D,20140515,000000,109.88,110.45,105.14,106.04,39268,0
CCC,D,20140516,000000,106.14,107.53,105.01,105.95,12262,0
CCC,D,20140519,000000,106.04,106.88,103.13,104.15,22975,0
CCC,D,20140520,000000,104.24,106.41,104.24,105.48,19031,0
CCC,D,20140521,000000,106.46,108.77,105.86,108.67,110970,0
CCC,D,20140522,000000,109.33,111.54,109.33,111.29,33626,0
CCC,D,20140523,000000,112.51,112.97,110.63,110.63,14190,0
CCC,D,20140526,000000,112.09,112.37,110.16,110.36,5984,0
CCC,D,20140527,000000,110.36,110.63,109.33,110.54,25744,0
CCC,D,20140528,000000,109.93,110.54,109.28,109.74,9076,0
CCC,D,20140529,000000,110.16,111.9,109.88,111.67,18652,0
CCC,D,20140530,000000,112.23,113.45,112.04,112.97,29888,0
CCC,D,20140602,000000,113.45,113.45,110.73,111.01,29731,0
CCC,D,20140603,000000,112.04,113.25,111.39,111.67,40566,0
CCC,D,20140604,000000,111.67,111.99,110.86,111.01,21287,0
CCC,D,20140605,000000,111.1,111.94,108.47,111.1,41160,0
CCC,D,20140606,000000,111.71,111.71,109.13,110.45,5962,0
CCC,D,20140609,000000,110.63,110.63,109.28,109.69,5406,0
CCC,D,20140610,000000,109.69,110.59,109.69,110.59,6800,0
CCC,D,20140611,000000,110.16,111.1,109.04,109.47,31293,0
CCC,D,20140612,000000,109.47,109.47,106.41,106.41,15398,0
CCC,D,20140613,000000,106.41,106.83,105.01,105.01,54421,0
CCC,D,20140616,000000,104.82,107.26,103.55,106.46,7713,0
CCC,D,20140617,000000,107.68,108.99,107.63,108.67,32138,0
CCC,D,20140618,000000,108.77,109.13,107.35,107.35,39681,0
CCC,D,20140620,000000,106.88,107.87,105.66,105.76,10514,0
CCC,D,20140623,000000,106.88,108.15,105.95,106.92,20175,0
CCC,D,20140624,000000,107.91,108,107.07,107.73,19933,0
CCC,D,20140625,000000,107.82,107.82,105.86,105.95,20368,0
CCC,D,20140626,000000,105.99,107.63,105.33,105.9,34471,0
CCC,D,20140627,000000,106.46,106.66,103.37,105.38,37171,0
CCC,D,20140630,000000,105.95,106.73,105.48,106.41,9034,0
CCC,D,20140701,000000,106.41,106.73,103.37,103.8,15082,0
CCC,D,20140702,000000,104.82,105.9,104.15,104.15,17372,0
CCC,D,20140703,000000,104.06,105.43,104.06,104.54,4117,0
CCC,D,20140704,000000,104.24,105.38,104.24,105.23,12385,0
CCC,D,20140707,000000,105.95,106.46,105.01,105.48,7797,0
CCC,D,20140708,000000,105.48,105.9,104.58,105.01,3455,0
CCC,D,20140709,000000,105.95,105.99,104.58,105.01,1380,0
CCC,D,20140710,000000,105.01,105.01,99.471,103.9,9081,0
CCC,D,20140711,000000,104.06,104.06,101.73,102.81,12902,0
CCC,D,20140714,000000,103.13,103.85,102.09,102.39,7986,0
CCC,D,20140715,000000,102.61,103.13,101.73,102.19,4215,0
CCC,D,20140716,000000,101.91,103.99,101.91,103.13,44992,0
CCC,D,20140717,000000,103.5,103.5,102.57,102.57,8316,0
CCC,D,20140718,000000,101.73,102.04,100.05,101.16,11934,0
CCC,D,20140721,000000,101.16,101.16,99.76,100.31,12634,0
CCC,D,20140722,000000,100.31,101.68,100.31,100.31,9374,0
CCC,D,20140723,000000,100.41,101.73,100.31,100.31,4192,0
CCC,D,20140724,000000,100.85,101.59,98.536,98.536,10828,0
CCC,D,20140725,000000,99.009,104.06,99.009,103.6,57205,0
CCC,D,20140728,000000,105.1,105.86,104.63,105.19,6337,0
CCC,D,20140729,000000,105.19,105.19,103.41,103.41,6622,0
CCC,D,20140730,000000,103.13,103.95,101.34,101.34,44448,0
CCC,D,20140731,000000,101.34,103.13,101.25,102.96,6449,0
CCC,D,20140801,000000,102.96,105.1,102.66,103.95,9446,0
CCC,D,20140804,000000,103.9,103.95,102.43,103.75,20118,0
CCC,D,20140805,000000,103.75,104.73,102.86,103.04,11372,0
CCC,D,20140806,000000,103.13,103.13,100.05,100.13,10415,0
CCC,D,20140807,000000,101.16,101.16,96.663,98.457,14991,0
CCC,D,20140808,000000,97.515,97.515,94.32,96.992,43750,0
CCC,D,20140811,000000,100.09,100.09,96.992,96.992,8554,0
CCC,D,20140812,000000,97.37,97.878,96.992,97.04,5249,0
CCC,D,20140813,000000,97.04,101.2,96.567,100.31,24522,0
CCC,D,20140814,000000,101.16,104.97,99.85,102.86,11731,0
CCC,D,20140818,000000,102.86,104.15,102.19,103.13,11004,0
CCC,D,20140819,000000,103.23,105.86,103.23,105.86,12786,0
CCC,D,20140820,000000,105.95,107.82,104.82,107.82,11629,0
CCC,D,20140821,000000,107.82,108.77,107.02,107.07,54867,0
CCC,D,20140822,000000,108.25,108.52,107.35,108.52,48279,0
CCC,D,20140825,000000,108.57,108.57,106.19,108.2,30643,0
CCC,D,20140826,000000,108.2,108.57,106.61,108.57,29967,0
CCC,D,20140827,000000,108.2,110.73,107.73,110.4,25959,0
CCC,D,20140828,000000,110.4,111.85,107.73,109.69,41881,0
CCC,D,20140829,000000,108.15,111.58,106.88,111.58,30858,0
CCC,D,20140901,000000,111.58,114.38,110.16,114.38,30400,0
CCC,D,20140902,000000,114.48,116.11,114.48,115.32,65009,0
CCC,D,20140903,000000,115.32,117.01,115.32,116.26,21142,0
CCC,D,20140904,000000,116.31,120.94,116.26,120.94,102694,0
CCC,D,20140905,000000,121.19,121.24,119.21,120.79,117837,0
CCC,D,20140908,000000,120.01,120.94,119.26,120.94,32690,0
CCC,D,20140909,000000,120.94,120.94,120.39,120.94,21514,0
CCC,D,20140910,000000,120.65,121.19,120.01,121.04,36293,0
CCC,D,20140911,000000,120.94,121.69,119.55,121.42,35457,0
CCC,D,20140912,000000,121.42,123.76,120.94,123.1,26229,0
CCC,D,20140915,000000,123.1,125.63,121.88,125.58,33554,0
CCC,D,20140916,000000,124.68,125.58,124.03,124.03,18828,0
CCC,D,20140917,000000,124.03,127.7,124.03,127.46,54408,0
CCC,D,20140918,000000,126.57,127.89,124.23,126.57,18118,0
CCC,D,20140919,000000,126.57,131.26,124.83,130.98,273630,0
CCC,D,20140922,000000,130.33,130.4,127.56,127.93,27126,0
CCC,D,20140923,000000,127.93,128.45,122.83,126.57,39433,0
CCC,D,20140924,000000,126.57,127.47,125.76,126.29,16154,0
CCC,D,20140925,000000,126.19,127.43,125.15,127.23,48579,0
CCC,D,20140926,000000,126.66,126.66,125.25,125.81,19575,0
CCC,D,20140929,000000,124.3,125.62,123.35,123.82,56686,0
CCC,D,20140930,000000,123.35,123.35,120.68,121.26,26643,0
CCC,D,20141001,000000,120.51,120.77,117.28,120.36,42110,0
CCC,D,20141002,000000,119.56,124.4,117.42,124.4,48471,0
CCC,D,20141003,000000,125.05,126.01,123.26,123.35,18533,0
CCC,D,20141006,000000,123.35,124.49,120.63,124.49,24058,0
CCC,D,20141007,000000,124.3,124.3,123.35,123.82,10057,0
CCC,D,20141008,000000,123.06,124.15,122.63,123.26,70507,0
CCC,D,20141009,000000,123.35,123.82,123.06,123.72,32982,0
CCC,D,20141010,000000,121.68,122.92,120.77,121.73,80798,0
CCC,D,20141013,000000,120.32,122.4,119.64,121.92,62931,0
CCC,D,20141014,000000,121.44,123.02,121.44,122.78,20672,0
CCC,D,20141015,000000,123.35,123.35,121.12,121.44,58632,0
CCC,D,20141016,000000,121.44,123.35,120.59,121.44,84595,0
CCC,D,20141017,000000,121.44,123.35,120.56,121.44,59155,0
CCC,D,20141020,000000,121.44,121.44,117.61,118.12,27655,0
